Date,Open,High,Low,Close,Volume,RSI,Stochastic Oscillator,SMAs,SMAm,MACD,A/D,Binary,Target,TargetClass,TargetNextClose
2023-06-20,2081.84,2090.88,2063.37,2066.78,11658122.0,59.69847824431966,73.34024896265562,2037.1842857142856,1945.5332,3.3609787232428374,48330063.90203458,1.0,8.920000000000073,1,2076.16
2023-06-23,2068.39,2073.39,2033.22,2035.0,11974508.0,52.9051050686521,20.048289068353927,2060.605,1963.3766,-3.706225112430886,42692508.937723264,1.0,34.179999999999836,1,2068.49
2023-06-26,2034.31,2075.63,2028.62,2068.49,9720902.0,57.76665079180341,45.546364823682765,2064.063571428572,1968.4208,-4.172880400156224,49460539.62183291,1.0,-32.319999999999936,0,2039.34
2023-06-27,2071.66,2081.36,2025.49,2039.34,12003788.0,52.67013826822315,15.52423069835994,2063.056428571429,1972.3922,-6.447327851178372,43408155.37339899,0.0,-3.4099999999998545,0,2045.15
2023-06-28,2048.56,2066.79,2029.44,2045.15,12607948.0,53.54978022687646,20.87709600147415,2063.6878571428574,1976.2098,-7.489873822272543,41406411.55438967,0.0,11.950000000000273,1,2062.11
2023-06-29,2050.16,2067.14,2046.46,2062.11,10765129.0,56.113865307771526,36.50267182605496,2064.4821428571427,1980.215,-6.976997940061651,46934732.15303593,1.0,-5.589999999999691,0,2060.38
2023-06-30,2065.97,2069.97,2043.9,2060.38,15202861.0,55.77564924349342,34.90878938640136,2065.637857142857,1983.4842,-6.692949722106086,50952672.785563976,1.0,21.76000000000022,1,2078.46
2023-07-03,2056.7,2080.92,2055.21,2078.46,13653193.0,58.585077253786295,50.18950161076363,2069.457857142857,1987.116,-5.287734021440549,61993119.40049976,1.0,-24.480000000000018,0,2056.53
2023-07-06,2010.25,2023.01,1989.66,2010.48,18195608.0,46.05431933179642,16.150802885734173,2055.236428571429,1994.3116,-10.599585399641132,42763643.60701415,1.0,25.169999999999845,1,2035.57
2023-07-06,2010.25,2023.01,1989.66,2010.48,18195608.0,46.05431933179642,16.150802885734173,2055.236428571429,1994.3116,-10.599585399641132,42763643.60701415,1.0,25.169999999999845,1,2035.57
2023-07-11,2049.65,2059.27,2044.31,2054.39,13794176.0,53.991402918005086,66.635783405394,2048.422142857143,2002.3912000000005,-6.804740901934856,69526860.49753779,1.0,54.13000000000011,1,2114.5
2023-07-18,2135.81,2161.24,2132.19,2161.24,16058277.0,68.75984416627962,100.0,2076.5457142857144,2024.3136,8.275860969744649,108425341.828407,1.0,5.4900000000002365,1,2171.53
2023-07-18,2135.81,2161.24,2132.19,2161.24,16058277.0,68.75984416627962,100.0,2076.5457142857144,2024.3136,8.275860969744649,108425341.828407,0.0,5.4900000000002365,1,2171.53
2023-07-19,2166.04,2181.78,2160.76,2171.53,14673882.0,69.96290448429002,94.6647928378097,2084.361428571429,2029.3458,9.67799812260077,108788349.375505,1.0,-7.9099999999998545,0,2159.05
2023-07-20,2166.96,2177.81,2154.15,2159.05,12590267.0,66.61237809390087,88.16885280033313,2091.409285714285,2033.888,9.037480456545993,101412985.86662938,1.0,-4.940000000000055,0,2155.56
2023-07-24,2153.33,2178.67,2153.33,2173.8,12678408.0,68.20925814446846,95.84634603372892,2105.292857142857,2043.3204,7.373654964981203,111249380.08822928,0.0,3.9700000000002547,1,2181.76
2023-07-25,2177.79,2187.81,2166.52,2181.76,10732952.0,69.27900685962808,96.94675750693932,2117.1964285714284,2048.143,7.017917186596652,115882345.27752028,0.0,-18.579999999999927,0,2163.91
2023-07-26,2182.49,2185.84,2155.24,2163.91,9283791.0,64.07232069169665,86.64580655975857,2128.155714285714,2052.4446000000003,5.001385473726657,111859369.17752026,0.0,22.549999999999727,1,2189.58
2023-07-27,2167.03,2195.76,2167.03,2189.58,13932958.0,67.81811216408136,96.47220002283348,2139.156428571429,2057.5746,4.815555782369074,119798196.9693752,1.0,5.6899999999996,1,2189.24
2023-07-28,2183.55,2193.03,2172.64,2189.24,11510992.0,67.7174068283429,95.69494882799576,2149.717142857143,2062.5614,4.116043089381677,127029967.81390642,1.0,3.2799999999997453,1,2193.56
2023-07-31,2190.28,2202.3,2186.26,2193.56,17447189.0,68.36028526330024,93.84203480589008,2159.657857142857,2066.5864,3.419242472521873,125463636.63186096,1.0,-4.579999999999927,0,2188.77
2023-08-01,2193.35,2193.77,2174.65,2188.77,13747540.0,66.77249012730022,85.85319949811777,2164.962857142857,2070.2674,2.1714971095664524,132021040.64859731,0.0,-34.539999999999964,0,2142.82
2023-08-02,2177.36,2177.36,2142.82,2142.82,14883443.0,53.85084501650323,37.80844834797176,2166.7692857142856,2073.0426,-1.987845196837384,117137597.64859731,0.0,1.9800000000000182,1,2141.81
2023-08-03,2139.83,2145.01,2120.93,2141.81,13001280.0,53.605290215588326,27.29567307692303,2167.8214285714284,2076.7062,-4.88158395043056,126683387.9476004,0.0,17.409999999999854,1,2169.73
2023-08-04,2152.32,2173.4,2152.32,2169.73,10052286.0,59.15053816525659,59.97296300847975,2170.168571428572,2081.2776,-4.973001217285926,133235494.66676542,1.0,-15.610000000000127,0,2152.17
2023-08-07,2167.78,2168.37,2145.93,2152.17,9919087.0,54.72060495430375,38.39252795870727,2169.5207142857143,2084.6386,-6.194278296773032,128832905.24965332,0.0,-35.49000000000024,0,2113.37
2023-08-08,2148.86,2148.86,2106.44,2113.37,15746204.0,46.44387439375178,7.229292718547702,2165.3664285714285,2087.2982,-9.40107742149955,118231500.57638589,0.0,-2.7100000000000364,0,2096.43
2023-08-08,2148.86,2148.86,2106.44,2113.37,15746204.0,46.44387439375178,7.229292718547702,2165.3664285714285,2087.2982,-9.40107742149955,118231500.57638589,0.0,-2.7100000000000364,0,2096.43
2023-08-09,2099.14,2118.52,2089.72,2096.43,17771305.0,43.36021953244355,5.960206075679529,2160.8935714285712,2090.2992,-12.267776500985327,108741130.05902477,1.0,32.86000000000013,1,2130.58
2023-08-10,2097.72,2143.51,2097.72,2130.58,16696381.0,50.495972982804105,36.29419079765499,2159.1092857142858,2095.0212,-11.48262516959879,116008194.33790648,1.0,-18.769999999999982,0,2105.31
2023-08-11,2124.08,2124.08,2098.84,2105.31,13284271.0,45.88889954425071,13.84793036063252,2154.217142857143,2098.2032,-12.215598037556436,109534480.65724072,1.0,-11.0,0,2087.01
2023-08-11,2124.08,2124.08,2098.84,2105.31,13284271.0,45.88889954425071,13.84793036063252,2154.217142857143,2098.2032,-12.215598037556436,109534480.65724072,1.0,-11.0,0,2087.01
2023-08-14,2098.01,2104.81,2082.18,2087.01,9377568.0,42.84062080477592,4.020979020979327,2147.449285714286,2099.5816,-13.38902715809308,104159886.88967584,0.0,-31.36999999999989,0,2044.35
2023-08-16,2075.72,2075.87,2039.46,2044.35,18511683.0,36.71747879927054,3.0029476787029403,2138.909285714285,2100.0672,-16.30109462057589,90620581.25138956,0.0,-21.949999999999818,0,2021.15
2023-08-17,2043.1,2053.25,2009.19,2021.15,13024982.0,33.88131896808375,6.193361296670306,2126.8785714285714,2099.4214,-18.8712062945171,84666810.5414486,0.0,0.06999999999993634,1,2014.55
2023-08-18,2014.48,2017.46,1997.11,2014.55,13127530.0,33.09806767130739,8.499439543837434,2114.4007142857145,2098.9862,-19.98987268835786,94039931.47019544,0.0,3.9200000000000728,1,2015.21
2023-08-21,2011.29,2024.31,2002.05,2015.21,10659612.0,33.264211530186515,9.203701820400758,2101.6614285714286,2098.2706000000003,-19.631281756217764,95984137.43245968,1.0,-10.660000000000082,0,2009.59
2023-08-22,2020.25,2031.1,2005.48,2009.59,11819458.0,32.523548582054616,6.923717059639391,2088.862857142857,2097.5784,-18.72160374724137,87956870.87508255,0.0,1.099999999999909,1,2012.34
2023-08-23,2011.24,2018.61,1989.0,2012.34,13162916.0,33.30609586583654,12.657266811279776,2079.542857142857,2097.3256,-16.937377691152236,95545218.59949996,0.0,-6.120000000000118,0,2009.58
2023-08-24,2015.7,2036.45,2007.3,2009.58,10166723.0,32.89377703544591,11.160520607375226,2070.0978571428573,2096.0006,-15.01156555789581,86968898.92299908,1.0,3.0700000000001637,1,2000.42
2023-08-25,1997.35,2015.39,1986.05,2000.42,10620373.0,31.500006866755783,7.8817463799912915,2058.0042857142857,2094.0622,-13.472182922727484,86751713.38107683,1.0,28.720000000000027,1,2039.32
2023-08-29,2041.9,2050.43,2029.79,2042.08,12644490.0,43.32239058252327,35.583640289597284,2044.8514285714284,2091.853,-5.616076953208207,99289204.99487336,0.0,6.930000000000064,1,2049.96
2023-08-31,2049.89,2054.96,2026.67,2027.38,27831620.0,40.80839710592007,29.94276606534823,2034.1607142857144,2090.541,-1.506669596775705,76728902.41940144,0.0,26.049999999999955,1,2050.94
2023-09-01,2024.89,2055.37,2022.35,2050.94,14560369.0,46.827306002874174,54.63960929605937,2030.277142857143,2090.0496000000003,0.8418471306773725,87382400.75495578,1.0,-24.54000000000019,0,2025.59
2023-09-04,2050.13,2062.39,2023.74,2025.59,14490208.0,41.89136925325077,44.021376085504336,2025.89,2089.8614,0.8532770981132742,74279353.6760424,1.0,-16.279999999999973,0,2006.27
2023-09-05,2022.55,2044.26,2004.34,2006.27,13740483.0,38.55577164506988,26.48676971443549,2023.17,2088.617,-0.2178570948009941,61867484.51321678,0.0,-35.37000000000012,0,1958.07
2023-09-06,1993.44,2000.36,1942.27,1958.07,25918192.0,31.76109022483145,13.153513153513128,2018.6642857142856,2086.9916,-3.753928496979416,50048360.6350966,0.0,-27.569999999999936,0,1927.39
2023-09-07,1954.96,1963.05,1909.86,1927.39,20120851.0,28.33783438460021,11.492821084376978,2012.4385714285715,2084.6364,-7.522966649700031,43190097.26547839,1.0,9.099999999999909,1,1943.99
2023-09-11,1951.85,1965.45,1935.43,1941.79,13451525.0,32.30007840981786,20.93358683537669,2002.508571428572,2079.9022,-8.100046303197914,45860549.20341686,1.0,4.589999999999918,1,1949.57
2023-09-12,1944.98,1953.48,1934.03,1949.57,19746973.0,34.389822937862306,26.034222775847404,1998.025,2077.3244,-6.849765059378917,57668122.26202854,1.0,1.3700000000001182,1,1949.65
2023-09-13,1948.28,1956.91,1937.35,1949.65,20185326.0,34.41224228120777,26.08667147446417,1993.7442857142853,2075.1868,-5.423566754597509,62869249.20681396,1.0,13.1099999999999,1,1967.77
2023-09-13,1948.28,1956.91,1937.35,1949.65,20185326.0,34.41224228120777,26.08667147446417,1993.7442857142853,2075.1868,-5.423566754597509,62869249.20681396,0.0,13.1099999999999,1,1967.77
2023-09-14,1954.66,1967.77,1948.35,1967.77,18693837.0,39.45837471027726,37.96630171113885,1991.412142857143,2074.24,-2.798238654923118,81563086.20681396,0.0,1.1699999999998454,1,1975.05
2023-09-18,1974.14,1981.45,1941.76,1943.94,13778179.0,36.0621880239645,22.34314561069964,1979.811428571429,2071.6988,-0.3185178661694507,44385771.76234751,0.0,-20.38000000000011,0,1930.86
2023-09-19,1951.24,1954.49,1924.07,1930.86,16080549.0,34.070349864551886,13.767783386874717,1971.304285714286,2069.4882,-0.884656417627383,35483850.48818572,1.0,42.710000000000036,1,1975.57
2023-09-25,1947.24,1957.09,1918.15,1925.22,15655182.0,37.03816883568866,16.972375690607876,1949.12,2057.2102,1.4600617468683232,42769707.971301824,1.0,6.830000000000155,1,1928.42
2023-09-26,1921.59,1936.37,1900.4,1928.42,15370542.0,37.86616125051611,31.557607838720568,1947.0021428571429,2053.0412,1.1376427170356038,51345931.98965056,1.0,-29.089999999999918,0,1898.92
2023-09-27,1928.01,1932.96,1898.92,1898.92,13082707.0,33.4933180724596,0.0,1944.9685714285715,2047.7948,-0.7278654814639012,38263224.98965056,1.0,-11.900000000000091,0,1884.74
2023-09-28,1896.64,1903.33,1873.38,1884.74,30618353.0,31.6040472258708,9.809170192556692,1940.7364285714284,2042.059,-2.4834134915567745,30871883.01335668,1.0,24.809999999999945,1,1915.6
2023-09-29,1890.79,1926.94,1890.79,1915.6,22627015.0,39.590365787102535,36.45626457128039,1938.865714285714,2037.19,-1.198004078206555,39303028.02165528,1.0,-43.98000000000002,0,1873.32
2023-10-02,1917.3,1917.3,1873.32,1873.32,16635343.0,33.77204884735376,0.0,1933.4192857142857,2031.5452,-2.7388581884622383,22667685.021655284,1.0,-6.8400000000001455,0,1864.31
2023-10-03,1871.15,1881.62,1854.48,1864.31,20451084.0,32.67017023453627,7.297156855467244,1927.3235714285715,2025.3554,-3.8409293158509072,17031203.50654839,0.0,21.439999999999827,1,1879.35
2023-10-04,1857.91,1901.68,1843.38,1879.35,22577547.0,36.40042332170014,24.669089911528573,1921.007857142857,2019.3072,-3.0666383109681448,22313497.5216426,1.0,-19.87999999999988,0,1864.65
2023-10-05,1884.53,1893.3,1864.65,1864.65,19196269.0,34.394676149753224,15.405229231549209,1913.122142857143,2013.322,-3.0478173195934346,3117228.5216425955,0.0,5.150000000000091,1,1870.43
2023-10-06,1865.28,1889.89,1852.68,1870.43,34993155.0,35.89052314773673,19.913133097762053,1907.8714285714284,2006.9390000000003,-2.189564577100328,1509104.4944993218,0.0,40.36000000000013,1,1909.41
2023-10-06,1865.28,1889.89,1852.68,1870.43,34993155.0,35.89052314773673,19.913133097762053,1907.8714285714284,2006.9390000000003,-2.189564577100328,1509104.4944993218,1.0,40.36000000000013,1,1909.41
2023-10-09,1869.05,1919.4,1854.01,1909.41,23136281.0,44.99848894901539,48.60865724381626,1906.3392857142856,2001.3424,1.2735735968626614,17576064.583350834,1.0,40.37000000000012,1,1960.21
2023-10-10,1919.84,1965.66,1919.84,1960.21,25818178.0,54.142137534465526,95.54301602878635,1905.2421428571429,1996.6754,6.939282123090194,37252423.72259131,0.0,13.970000000000027,1,1976.83
2023-10-11,1962.86,1988.44,1956.18,1976.83,31757020.0,56.67954330164781,91.99641527643723,1907.19,1992.4366,11.49140949523575,46151477.06419056,1.0,-19.12999999999988,0,1960.94
2023-10-12,1980.07,1985.3,1956.34,1960.94,31389565.0,53.62450291590213,81.04232731283606,1908.025,1988.799,13.006032237347783,24733735.19954996,1.0,15.599999999999909,1,1974.56
2023-10-13,1958.96,1986.47,1951.77,1974.56,21731800.0,55.8225122016763,90.43154556735136,1911.5492857142856,1985.454,14.391022777602409,31547625.22836832,0.0,69.51999999999975,1,2079.49
2023-10-16,2009.97,2099.3,2009.97,2079.49,56000435.0,68.29134939451923,92.25929978118148,1922.34,1983.6492,21.416549703692997,62710522.61838241,1.0,41.04999999999973,1,2118.37
2023-10-17,2077.32,2150.76,2076.66,2118.37,38033945.0,71.50105359177134,89.4625544928101,1938.015,1982.9732,27.345196486424424,67494279.26345646,1.0,-16.61999999999989,0,2094.62
2023-10-18,2111.24,2130.64,2091.92,2094.62,35973845.0,67.03705337306268,81.73596200143135,1953.0064285714288,1982.5982,28.21632506536558,36537447.77068756,1.0,-34.36000000000013,0,2051.4
2023-10-19,2085.76,2085.76,2047.77,2051.4,25365378.0,59.72898304166288,67.67519031817292,1962.7064285714284,1981.6976,24.56499258807133,16019467.619595282,0.0,-11.720000000000027,0,2028.92
2023-10-20,2040.64,2049.22,2019.23,2028.92,19866460.0,56.29160229473468,60.36176719370157,1973.820714285714,1979.6644,19.53806777784244,8991020.117094614,1.0,-9.409999999999854,0,2021.14
