Date,Open,High,Low,Close,Volume,RSI,Stochastic Oscillator,SMAs,SMAm,MACD,A/D,Binary,Target,TargetClass,TargetNextClose
2023-10-23,2030.55,2040.92,2015.1,2021.14,16261051.0,55.10954822131802,57.83069815863099,1985.0228571428568,1977.981,14.80605649764282,337772.99315987155,1.0,31.320000000000164,1,2059.53
2023-10-24,2028.21,2076.43,2028.21,2059.53,24388044.0,59.61592099750286,69.39412238325284,1997.892857142857,1977.4314,13.419666695972904,7630920.950024541,0.0,33.07999999999993,1,2096.22
2023-10-25,2063.14,2105.22,2058.24,2096.22,24066190.0,63.397697249452655,81.70289855072451,2014.4335714285717,1978.4688,14.063848302481375,22476348.497917265,1.0,40.590000000000146,1,2120.96
2023-10-25,2063.14,2105.22,2058.24,2096.22,24066190.0,63.397697249452655,81.70289855072451,2014.4335714285717,1978.4688,14.063848302481375,22476348.497917265,1.0,40.590000000000146,1,2120.96
2023-10-26,2080.37,2124.94,2060.12,2120.96,20711828.0,65.72824828253424,89.9578770008424,2032.3285714285716,1980.465,15.152308226931403,40644730.78856829,1.0,-18.65000000000009,0,2103.73
2023-10-27,2122.38,2131.8,2100.9,2103.73,16329613.0,62.73244897558881,79.63363935562094,2046.2085714285715,1982.2486,13.74921180025814,27306237.839700885,1.0,17.859999999999673,1,2126.47
2023-10-30,2108.61,2137.81,2108.61,2126.47,15917983.0,64.999811221789,87.79335645007268,2058.0842857142857,1984.4738,13.37746354328106,30860527.19449517,1.0,19.9699999999998,1,2149.73
2023-10-31,2129.76,2169.08,2124.23,2149.73,24550308.0,67.19813912246096,91.09566978049794,2070.434285714286,1987.2766,13.674327236238277,34226957.38847516,0.0,-5.380000000000109,0,2158.41
2023-11-02,2163.79,2181.6,2141.35,2158.41,23645108.0,68.00572561836475,89.90993342905622,2084.5392857142856,1990.198,13.41307376465486,30625851.499282543,0.0,15.5,1,2177.29
2023-11-03,2161.79,2187.38,2155.56,2177.29,20128393.0,69.75025858439906,94.31260921030372,2099.02,1993.5522,13.436067668189736,37988972.005882055,1.0,0.7400000000002365,1,2186.01
2023-11-07,2179.91,2191.06,2154.48,2168.12,16292337.0,66.66008128653776,81.18202557164825,2110.182142857143,1999.84,10.460659057530222,30086250.310079496,0.0,-24.920000000000073,0,2140.2
2023-11-08,2165.12,2170.7,2134.8,2140.2,15833450.0,61.00792690397703,66.36956867738328,2113.4378571428574,2001.8024000000005,6.166846378415947,19016066.60534385,0.0,17.269999999999982,1,2170.91
2023-11-09,2153.64,2172.27,2130.08,2170.91,19075784.0,64.56676378071813,82.66221019682729,2121.974285714285,2004.2214,4.699079868839654,36862029.9729664,0.0,-24.659999999999854,0,2141.09
2023-11-10,2165.75,2169.03,2135.65,2141.09,14654587.0,58.94123331329816,66.84174226749434,2129.986428571429,2006.4956,1.2059737500882406,26984012.971768104,0.0,-14.430000000000291,0,2132.7
2023-11-13,2147.13,2164.92,2130.91,2132.7,18679333.0,57.42524340020154,59.57919945261701,2137.955,2008.1308,-2.008597726024064,10270925.55071542,0.0,98.56999999999971,1,2236.12
2023-11-14,2137.55,2241.24,2137.55,2236.12,26528502.0,68.26171327322955,97.20218579234978,2150.5685714285714,2012.3414,2.259955056330803,34179581.27354313,1.0,-22.420000000000073,0,2218.61
2023-11-15,2241.03,2264.9,2213.47,2218.61,27299827.0,65.23425839062597,77.39525344271905,2159.3107142857143,2016.5882,3.2723995811992594,12336534.782195982,0.0,1.569999999999709,1,2217.16
2023-11-16,2215.59,2239.37,2208.37,2217.16,31370144.0,64.97726116409328,70.89024390243888,2166.182142857143,2021.77,3.2083577369240786,-1243701.7494169958,1.0,12.980000000000018,1,2228.28
2023-11-20,2228.8,2269.24,2226.91,2250.55,22235730.0,68.23940566441303,87.1112337080204,2183.941428571429,2033.919,4.105714148174727,16877626.863134675,1.0,-7.770000000000437,0,2240.99
2023-11-22,2237.93,2245.89,2226.39,2241.16,15162106.0,66.30765031663034,79.82178787007764,2196.3707142857143,2045.7348,2.240399133047852,20883796.05401575,1.0,-17.559999999999945,0,2225.6
2023-11-27,2226.59,2231.31,2196.75,2208.05,15823961.0,58.79239516425684,56.02903133084244,2205.6735714285714,2061.1186,-4.516496091103036,5888397.391281969,0.0,35.80000000000018,1,2239.69
2023-12-01,2215.16,2287.62,2215.16,2285.98,20060199.0,66.97104047380466,98.90717665089632,2232.7064285714287,2084.3872,-3.4862464959807227,6235286.286155604,1.0,-0.650000000000091,0,2281.04
2023-12-04,2281.69,2299.96,2273.8,2281.04,12961160.0,65.90563196911386,81.66844298033129,2235.915,2091.023,-1.7729759229195352,448346.34731750656,1.0,24.220000000000255,1,2298.78
2023-12-05,2274.56,2316.04,2273.02,2298.78,19136348.0,67.88166194222697,85.53105876435596,2241.6414285714286,2098.4942,0.1201955762066617,4229354.204128496,1.0,7.529999999999745,1,2309.81
2023-12-06,2302.28,2329.05,2297.34,2309.81,20036714.0,69.0815352290437,85.45729402872244,2248.259285714286,2106.1220000000003,1.598391837980273,-48430.5256100269,0.0,-14.139999999999873,0,2288.84
2023-12-07,2302.98,2303.44,2270.2,2288.84,13681706.0,64.17310130403249,69.60695389266819,2252.585,2113.9204,0.693191869257177,1614448.3023083045,1.0,15.200000000000273,1,2306.05
2023-12-08,2290.85,2316.02,2290.85,2306.05,14582525.0,66.29003104487931,82.61526832955407,2256.549285714286,2122.3466,0.7765558755189303,4644508.125510795,0.0,5.120000000000346,1,2313.32
2023-12-15,2318.2,2365.67,2311.98,2320.45,67697404.0,66.23311934043457,72.04846087279009,2284.727142857143,2165.168,-1.9121057168901103,-64418709.29866926,1.0,16.5300000000002,1,2334.5
2023-12-18,2317.97,2340.17,2314.36,2334.5,17243198.0,68.17959382696174,80.65176908752322,2291.4992857142856,2174.4494,-1.2238834925229796,-54751561.87286542,0.0,19.950000000000273,1,2354.57
2023-12-19,2334.62,2372.3,2329.22,2354.57,18940374.0,70.7715041457687,88.71706758304698,2300.9371428571426,2183.3526,0.1557401932338535,-51401384.29904915,1.0,-11.740000000000236,0,2346.52
2023-12-21,2333.32,2355.14,2329.78,2348.67,16619821.0,68.6723551186323,71.2068965517242,2314.7914285714287,2198.5156,-0.1979290006991121,-54804415.3179664,0.0,1.5399999999999636,1,2346.7
2023-12-27,2348.85,2378.32,2348.85,2371.28,13649734.0,71.62979480028952,91.7241379310346,2324.6600000000003,2214.1652,-0.1155698915405167,-46543477.78690303,1.0,-18.059999999999945,0,2356.32
2023-12-28,2374.38,2380.55,2356.32,2356.32,11537636.0,66.69825098452847,78.04259175351162,2327.9821428571427,2219.7018000000003,-0.9684823380252824,-58081113.78690303,1.0,-13.850000000000364,0,2342.99
2024-01-03,2300.34,2305.71,2264.17,2295.12,20767399.0,50.33950148098155,26.593916480494748,2330.361428571429,2233.2444,-9.52060532024501,-60178358.81282207,1.0,-12.909999999999854,0,2282.23
2024-01-04,2295.14,2295.14,2263.57,2282.23,18611762.0,47.480222966715495,15.951444691400113,2329.545,2238.3106,-12.056565271356838,-56788506.69055406,0.0,5.050000000000182,1,2274.59
2024-01-05,2269.54,2281.04,2230.94,2274.59,15961824.0,45.81903560252319,29.175857228794904,2327.8507142857143,2243.3796,-13.823687757566333,-44936613.42109288,0.0,11.370000000000346,1,2279.86
2024-01-08,2268.49,2283.34,2237.93,2279.86,15212783.0,47.19153250717112,32.69834904083954,2325.5150000000003,2247.7862,-14.160889314343097,-32055496.78709155,1.0,-2.350000000000364,0,2288.2
2024-01-09,2290.55,2294.56,2267.41,2288.2,15720437.0,49.37703998596665,38.27284272441663,2323.2114285714283,2251.6258,-13.355971712797434,-23700214.801456317,0.0,-15.940000000000055,0,2270.82
2024-01-10,2286.76,2299.77,2264.61,2270.82,15802065.0,45.18070508013684,26.655972194372083,2318.662857142857,2254.623,-13.48834041229756,-33920321.687121786,0.0,-33.7199999999998,0,2246.21
2024-01-11,2279.93,2287.65,2242.88,2246.21,19924196.0,39.99722455535627,10.206536996190074,2310.922857142857,2257.4726,-14.631902074274764,-50880587.70365077,1.0,-0.2600000000002183,0,2248.58
2024-01-12,2248.84,2270.94,2239.41,2248.58,17900481.0,40.70276887102285,11.790655704832467,2303.927142857143,2259.9148,-14.594162868745752,-58368927.20222355,1.0,-33.07999999999993,0,2216.01
2024-01-12,2248.84,2270.94,2239.41,2248.58,17900481.0,40.70276887102285,11.790655704832467,2303.927142857143,2259.9148,-14.594162868745752,-58368927.20222355,0.0,-33.07999999999993,0,2216.01
2024-01-16,2208.87,2215.07,2187.87,2208.54,12186484.0,33.44500402537601,10.727631305792007,2284.5828571428574,2262.2430000000004,-16.63598100720211,-59765987.9223924,0.0,-33.340000000000146,0,2167.71
2024-01-16,2208.87,2215.07,2187.87,2208.54,12186484.0,33.44500402537601,10.727631305792007,2284.5828571428574,2262.2430000000004,-16.63598100720211,-59765987.9223924,0.0,-33.340000000000146,0,2167.71
2024-01-17,2201.05,2201.05,2161.56,2167.71,20596729.0,27.688654098969536,2.808347413123925,2270.042142857143,2262.0514,-18.815190286371152,-73947427.81882182,1.0,20.990000000000236,1,2191.26
2024-01-18,2170.27,2194.2,2170.27,2191.26,17989566.0,34.6726967026184,14.456072036992085,2258.252142857142,2262.1564000000003,-17.705058192058004,-60378198.13641423,0.0,2.4400000000000546,1,2200.91
2024-01-22,2212.23,2223.04,2195.82,2205.03,16121392.0,38.4991089511667,30.15608740894917,2241.076428571429,2264.1088,-12.882725480390874,-68856786.22897178,0.0,-14.38000000000011,0,2196.27
2024-01-23,2210.65,2215.66,2175.62,2196.27,14666559.0,36.93870851130966,25.11395702192318,2234.0157142857142,2264.616,-11.073060279731305,-68395251.15554513,1.0,16.41000000000031,1,2213.36
2024-01-24,2196.95,2225.62,2195.66,2213.36,16675294.0,41.8872734968776,37.4791983213951,2229.0964285714285,2266.0614,-8.15075616609293,-65367427.41188664,0.0,-7.510000000000218,0,2206.18
2024-01-26,2200.87,2226.41,2191.67,2223.47,13770396.0,45.31364596659352,44.794153823891065,2220.182142857143,2267.278,-3.42210451958438,-52723812.24833358,0.0,-5.329999999999927,0,2213.17
2024-01-29,2218.5,2224.08,2207.42,2213.17,11338365.0,43.05799201340116,37.34172635844013,2214.822857142857,2267.1692000000003,-1.9923188595998556,-56235574.75733712,1.0,19.610000000000127,1,2235.83
2024-01-31,2235.89,2282.25,2233.6,2279.86,18811692.0,58.27584797654225,98.0197199436574,2214.727142857143,2268.5742,5.189684335771332,-27654784.64860904,0.0,35.0300000000002,1,2306.07
2024-02-02,2314.21,2366.31,2314.21,2350.44,22403766.0,68.5639291041113,92.2490842490843,2228.4357142857143,2271.8736,14.828210335710711,-6957269.1253911685,0.0,-21.5600000000004,0,2329.72
2024-02-07,2336.86,2351.35,2329.47,2347.31,12303686.0,65.94144989198551,84.58052120794122,2259.9885714285715,2278.1632,16.495613769952865,-25435998.0336316,0.0,-29.91000000000031,0,2318.89
2024-02-08,2348.8,2355.29,2312.48,2318.89,11840601.0,58.95767977202919,70.57983151879394,2268.4157142857143,2280.38,13.945686104445176,-33730780.18710049,1.0,-8.480000000000018,0,2309.39
2024-02-12,2313.8,2355.07,2303.44,2345.13,16267950.0,62.38872032511362,82.09051032416818,2286.502857142857,2284.2278,10.720030836049643,-29499017.520575702,0.0,-42.32999999999993,0,2300.09
2024-02-13,2342.42,2349.62,2289.79,2300.09,24884186.0,53.06158063959823,57.99721835883173,2292.697857142857,2285.9246,7.03381150115009,-45815357.42998554,1.0,47.0300000000002,1,2347.65
2024-02-14,2300.62,2347.65,2298.55,2347.65,14410447.0,59.88198316987445,83.43853642880067,2302.802857142857,2287.158,7.274319042790072,-31404910.429985534,1.0,-8.0300000000002,0,2345.75
2024-02-16,2346.91,2390.06,2346.91,2371.05,13966277.0,62.82209662021538,89.27019247050869,2322.8142857142857,2289.8976,7.598191545047268,-30059547.4179982,1.0,22.40000000000009,1,2387.94
2024-02-16,2346.91,2390.06,2346.91,2371.05,13966277.0,62.82209662021538,89.27019247050869,2322.8142857142857,2289.8976,7.598191545047268,-30059547.4179982,1.0,22.40000000000009,1,2387.94
2024-02-19,2365.54,2394.8,2365.54,2387.94,9809872.0,64.88709793770218,95.74441687344904,2333.679285714285,2291.4602,8.619201711720788,-24849519.70507959,1.0,36.09999999999991,1,2423.18
2024-02-19,2365.54,2394.8,2365.54,2387.94,9809872.0,64.88709793770218,95.74441687344904,2333.679285714285,2291.4602,8.619201711720788,-24849519.70507959,0.0,36.09999999999991,1,2423.18
